name,path,volume,date
ag1806,/kywk/strategy/strange/future/ag/ag2017/ag1806/ag1806_20171127.jcsv,4060140,20171127
ag1806,/kywk/strategy/strange/future/ag/ag2017/ag1806/ag1806_20171124.jcsv,2796420,20171124
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170825.jcsv,5696250,20170825
ag1806,/kywk/strategy/strange/future/ag/ag2017/ag1806/ag1806_20171122.jcsv,2617740,20171122
ag1806,/kywk/strategy/strange/future/ag/ag2017/ag1806/ag1806_20171123.jcsv,3327630,20171123
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171120.jcsv,3238410,20171120
ag1806,/kywk/strategy/strange/future/ag/ag2017/ag1806/ag1806_20171121.jcsv,3739290,20171121
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170125.jcsv,6696120,20170125
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170124.jcsv,4551480,20170124
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170126.jcsv,5947110,20170126
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170120.jcsv,7021830,20170120
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170123.jcsv,8245890,20170123
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170105.jcsv,8849250,20170105
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170613.jcsv,5362350,20170613
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170612.jcsv,5110650,20170612
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170523.jcsv,5557530,20170523
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170522.jcsv,5131170,20170522
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170323.jcsv,3466080,20170323
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170616.jcsv,5282670,20170616
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170321.jcsv,3597480,20170321
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170614.jcsv,5193180,20170614
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170619.jcsv,4456440,20170619
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170329.jcsv,5935710,20170329
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170328.jcsv,5284230,20170328
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170914.jcsv,4731210,20170914
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170915.jcsv,3753240,20170915
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170911.jcsv,7505340,20170911
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170912.jcsv,4819290,20170912
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170913.jcsv,3489300,20170913
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171030.jcsv,5191680,20171030
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171031.jcsv,2757240,20171031
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170918.jcsv,5864820,20170918
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170919.jcsv,7118610,20170919
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170327.jcsv,6133710,20170327
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170310.jcsv,7637760,20170310
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170206.jcsv,7711020,20170206
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170324.jcsv,5213460,20170324
ag1803,/kywk/strategy/strange/future/ag/ag2017/ag1803/ag1803_20170428.jcsv,7551210,20170428
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170424.jcsv,7099200,20170424
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170425.jcsv,4663980,20170425
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170426.jcsv,5092500,20170426
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170427.jcsv,5027580,20170427
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170420.jcsv,4635450,20170420
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170421.jcsv,7592610,20170421
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170314.jcsv,4578420,20170314
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170315.jcsv,4515210,20170315
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170626.jcsv,3374520,20170626
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170627.jcsv,4592040,20170627
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170823.jcsv,8482890,20170823
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170622.jcsv,6273210,20170622
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170615.jcsv,9628590,20170615
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170620.jcsv,4595370,20170620
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170621.jcsv,4678410,20170621
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170824.jcsv,6576780,20170824
ag1706,/kywk/strategy/strange/future/ag/ag2017/ag1706/ag1706_20170320.jcsv,3443640,20170320
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170628.jcsv,6232200,20170628
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170629.jcsv,4058100,20170629
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170828.jcsv,14934930,20170828
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170906.jcsv,7766190,20170906
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170905.jcsv,4960020,20170905
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170904.jcsv,12201960,20170904
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170901.jcsv,7825950,20170901
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171023.jcsv,5052600,20171023
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170821.jcsv,13140660,20170821
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20170822.jcsv,6945060,20170822
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171020.jcsv,5491050,20171020
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171027.jcsv,6055650,20171027
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171026.jcsv,3318930,20171026
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171025.jcsv,3159360,20171025
ag1712,/kywk/strategy/strange/future/ag/ag2017/ag1712/ag1712_20171024.jcsv,3987690,20171024
